"gene_id","genotypeMYB3R135-genotypeWILDTYPE","genotypeSOG11-genotypeWILDTYPE","Time_After_Treatment_min10-Time_After_Treatment_min0","Time_After_Treatment_min1440-Time_After_Treatment_min0","Time_After_Treatment_min180-Time_After_Treatment_min0","Time_After_Treatment_min360-Time_After_Treatment_min0","Time_After_Treatment_min4320-Time_After_Treatment_min0","Time_After_Treatment_min45-Time_After_Treatment_min0","Time_After_Treatment_min720-Time_After_Treatment_min0","Time_After_Treatment_min90-Time_After_Treatment_min0","Radiation_Dose_cGy10-Radiation_Dose_cGy0","Radiation_Dose_cGy100-Radiation_Dose_cGy0","Radiation_Dose_cGy10000-Radiation_Dose_cGy0","Radiation_Dose_cGy40-Radiation_Dose_cGy0","Radiation_Dose_cGy80-Radiation_Dose_cGy0"
"AT1G12030","None","None","None","Up","None","None","None","None","Up","None","None","None","None","None","None"
"AT1G12070","None","Down","None","Down","None","None","None","None","None","None","None","None","None","None","None"
"AT1G12100","None","None","None","None","None","Down","None","None","None","None","None","None","None","None","None"
"AT1G12160","None","Down","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT1G12210","None","Down","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT1G12211","None","Down","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT1G12220","None","Down","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT1G12320","None","Up","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT1G12330","None","Up","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT1G12340","None","Up","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT1G12350","None","Up","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT1G12390","None","Down","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT1G12400","None","Down","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT1G12480","None","Down","Down","None","None","None","None","None","None","None","None","None","Up","None","None"
"AT1G12610","None","None","None","None","None","None","Down","None","None","None","None","None","None","None","None"
"AT1G12630","None","Up","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT1G12740","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT1G12780","None","None","None","None","None","None","None","Up","Down","None","None","None","None","None","None"
"AT1G12830","None","Up","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT1G12855","None","Down","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT1G12980","None","None","None","None","None","None","Down","None","None","None","None","None","None","None","None"
"AT1G13130","None","Down","None","None","None","None","Up","None","None","None","None","None","None","None","None"
"AT1G13140","None","None","Down","None","None","None","Down","None","None","None","None","None","None","None","None"
"AT1G13260","None","None","Up","Down","None","Down","None","None","Down","None","None","None","None","None","None"
"AT1G13310","None","Down","None","None","None","None","None","None","Down","None","None","None","Up","None","None"
"AT1G13330","None","Down","Down","None","None","None","None","None","None","None","None","None","Up","None","None"
"AT1G13340","None","None","None","None","None","None","None","None","None","None","None","None","Up","None","None"
"AT1G13370","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT1G13400","None","Up","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT1G13420","None","None","None","None","None","None","None","None","Up","None","None","None","None","None","None"
"AT1G13430","None","Down","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT1G13448","None","None","None","None","None","Up","Up","None","Up","None","None","None","None","None","None"
"AT1G13470","None","Up","None","Up","Up","None","Up","None","None","None","None","None","None","None","None"
"AT1G13480","None","Down","None","None","None","None","None","None","None","None","Up","Up","Up","None","None"
"AT1G13520","None","None","None","None","None","None","None","None","None","None","Up","Up","Up","None","None"
"AT1G13540","None","None","None","None","None","None","None","None","Down","None","None","None","None","None","None"
"AT1G13608","None","None","None","Up","None","None","None","None","Up","None","None","None","None","None","None"
"AT1G13609","None","None","None","None","None","None","None","None","Up","None","None","None","None","None","None"
"AT1G13610","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT1G13635","None","None","None","None","None","None","Up","None","None","None","None","None","None","None","None"
"AT1G13650","None","None","None","None","None","None","None","Down","None","Down","None","None","None","None","None"
"AT1G13700","None","None","None","None","None","None","None","Up","None","None","None","None","None","None","None"
"AT1G13750","None","None","None","None","None","None","Up","None","None","None","None","None","None","None","None"
"AT1G13930","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT1G13990","Down","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT1G14120","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT1G14185","None","None","Up","None","None","None","Up","None","Up","None","None","None","None","None","None"
"AT1G14200","None","None","Up","None","None","None","None","None","None","None","None","None","None","None","None"
"AT1G14250","None","Down","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT1G14260","Up","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT1G14345","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT1G14360","None","None","Up","None","None","None","None","None","None","None","None","None","None","None","None"
"AT1G14500","None","Up","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT1G14540","None","None","None","None","None","None","None","None","Down","None","None","None","Up","None","None"
"AT1G14550","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT1G14700","None","None","None","None","None","Up","None","None","None","None","None","None","None","None","None"
"AT1G14720","None","None","None","None","None","None","None","None","None","None","None","None","Up","None","None"
"AT1G14780","None","None","None","None","None","None","Down","None","None","None","None","Up","None","None","None"
"AT1G14800","None","Up","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT1G14860","None","None","None","None","None","None","None","Up","None","None","None","None","None","None","None"
"AT1G14880","None","Up","None","None","Up","None","Up","None","Up","None","None","None","None","None","None"
"AT1G14890","None","None","None","None","None","None","None","Up","None","None","None","None","None","None","None"
"AT1G14930","None","Up","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT1G15010","None","Down","None","Down","None","Down","Down","None","Down","None","None","Up","Up","None","None"
"AT1G15040","None","Up","None","Down","None","Down","None","None","Down","None","None","None","None","None","None"
"AT1G15050","None","None","None","None","None","None","None","Up","None","None","None","None","None","None","None"
"AT1G15125","None","None","None","Down","None","Down","None","None","Down","None","None","None","None","None","None"
"AT1G15150","None","None","None","None","None","None","None","None","None","Down","None","None","None","None","None"
"AT1G15160","None","None","None","None","None","None","Down","None","None","None","None","None","None","None","None"
"AT1G15180","None","Down","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT1G15190","None","Down","Down","Down","None","None","None","None","Down","None","None","None","Up","None","None"
"AT1G15330","None","Up","None","Down","Down","Down","Down","None","Down","None","None","None","None","None","None"
"AT1G15380","None","None","None","None","None","None","None","None","None","None","None","Up","None","None","None"
"AT1G15385","None","None","None","None","None","None","None","None","None","None","None","Up","None","None","None"
"AT1G15460","None","Up","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT1G15520","None","None","None","None","None","None","None","None","None","Up","None","None","None","None","None"
"AT1G15550","None","None","None","None","None","None","None","None","None","Down","None","None","None","None","None"
"AT1G15580","None","Down","None","None","Up","None","None","None","None","Up","None","None","Up","None","None"
"AT1G15670","None","None","None","None","None","None","None","None","Down","None","Up","None","None","None","None"
"AT1G15700","None","None","None","None","None","None","None","None","None","None","Up","None","None","None","None"
"AT1G15740","None","None","None","None","None","None","None","Up","None","None","None","None","None","None","None"
"AT1G15790","None","Down","Down","None","None","None","None","None","None","None","None","None","Up","None","None"
"AT1G15840","None","Up","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT1G15870","None","Up","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT1G15885","None","Down","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT1G15890","None","Down","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT1G15900","None","Up","Down","Down","Down","None","None","None","Down","None","None","None","None","None","None"
"AT1G15960","None","Down","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT1G16070","None","None","None","None","None","None","None","None","Up","None","None","None","Down","None","None"
"AT1G16110","None","None","None","None","None","None","None","Up","None","None","None","None","None","None","None"
"AT1G16130","None","None","None","Down","Down","Down","Down","None","Down","None","None","Up","Up","None","None"
"AT1G16150","None","Up","None","None","None","None","None","None","None","Up","Up","Up","None","None","None"
"AT1G16160","None","None","None","Down","None","None","None","None","Down","None","None","None","None","None","None"
"AT1G16260","None","Down","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT1G16360","None","Up","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT1G16370","None","None","None","None","None","None","Down","None","None","None","None","None","None","None","None"
"AT1G16400","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT1G16410","None","None","None","Up","None","None","None","Down","Up","Down","None","None","Down","None","None"
"AT1G16489","Down","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT1G16530","None","None","None","None","None","None","None","Down","None","Down","None","None","None","None","None"
"AT1G16590","None","Up","None","None","None","None","None","None","None","None","None","None","None","None","None"
